account_id,amount,amountUSD,asset_id,asset_symbol,hash,id,timestamp
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,10000000000000000,1.78010000000000014408,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0xa1b27194b198762eaa631564fea76008b363c157a1ccf9df5f1338b7c566fd3a,0xa1b27194b198762eaa631564fea76008b363c157a1ccf9df5f1338b7c566fd3a-69,1557193282
0xc8355d0e2c265b2fe495ebbc0fc9ad992b40dc8f,80000000000000000,14.24080000000000115264,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0x1d2000c49507d94ef42ec995e1ea59b41e61bf0c63d4bf28ed6fc65c2048f635,0x1d2000c49507d94ef42ec995e1ea59b41e61bf0c63d4bf28ed6fc65c2048f635-27,1557193511
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,4582920657824222640301,1562.320140205329756474017145956277,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT,0x4c3b59d70f6205a16f4d6f4c960d22ad332dd740720a567e4afb23c5fa7567b9,0x4c3b59d70f6205a16f4d6f4c960d22ad332dd740720a567e4afb23c5fa7567b9-95,1557195125
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,4013962940167102266494,4013.962940167102266494,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,0xe8b31ff5cf7252a1a496dadfeccef667577d88cdf2c4ca151a0965f9bea9b9a8,0xe8b31ff5cf7252a1a496dadfeccef667577d88cdf2c4ca151a0965f9bea9b9a8-99,1557195125
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,9990000000000000000,1775.4727500000001641357,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0x0eda39d1cb1844e8c2f659219f5a414c0b8261e6dee513b72c62de504faf4287,0x0eda39d1cb1844e8c2f659219f5a414c0b8261e6dee513b72c62de504faf4287-64,1557196912
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,14998926358608707889,310.5734666266468704907055537639419,0x1985365e9f78359a9b6ad760e32412f4a445e862,REP,0x21594ee55c6195eeaaa23db92806e3a4b76d1c3c8e81449861bf15251bf75457,0x21594ee55c6195eeaaa23db92806e3a4b76d1c3c8e81449861bf15251bf75457-57,1557197067
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,866800663225314189197,240.9483429217195021236734275106047,0xe41d2489571d322189246dafa5ebde1f4699f498,ZRX,0xc8158f03e19670d291150b8f1cbc2770e1929f9775f6915856d22329f119fb1e,0xc8158f03e19670d291150b8f1cbc2770e1929f9775f6915856d22329f119fb1e-61,1557197067
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,400000000000000000,0.1363602171500000124,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT,0xc2e609389ba2925317c78e7336c54ae7529b6d033d038cbe7d04fcd6fa3c481d,0xc2e609389ba2925317c78e7336c54ae7529b6d033d038cbe7d04fcd6fa3c481d-82,1557197272
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,179032623703143371,0.179032623703143371,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,0x1452523616df331ce176ac85417d08de403fc24c2e1ded90b35fd58aed59dea9,0x1452523616df331ce176ac85417d08de403fc24c2e1ded90b35fd58aed59dea9-116,1557206189
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,8544294239123000,0.176935311404420677143601045866968,0x1985365e9f78359a9b6ad760e32412f4a445e862,REP,0xd59142758190093d7e53e9a993cdfe66a9c4a3f1d7c8c0e9f83a17ad245571f7,0xd59142758190093d7e53e9a993cdfe66a9c4a3f1d7c8c0e9f83a17ad245571f7-66,1557206223
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,634119601717501933,0.1752168615777298404458029751975232,0xe41d2489571d322189246dafa5ebde1f4699f498,ZRX,0x597904d10dfe61d83f125b72ae6d5a5ed529d5eb9e778d8bfb5112c38b02de50,0x597904d10dfe61d83f125b72ae6d5a5ed529d5eb9e778d8bfb5112c38b02de50-123,1557206685
0x2025a9196d6fa1011080845c6877f6460cdb302b,200000000000000000,35.45650000000000161,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0x48ee0eb7b79498b39616c0b8453a15c6dfc04573a08d6cfdb1faaef652d9f0b1,0x48ee0eb7b79498b39616c0b8453a15c6dfc04573a08d6cfdb1faaef652d9f0b1-87,1557206857
0x6316ff9d2c96b6b122e0dd632ab5831e0bf5bd10,400006943922260563,8.274936579293745689261656819217437,0x1985365e9f78359a9b6ad760e32412f4a445e862,REP,0xb12bef3dc3a2237facf4ef0c0d287cc3178858724767a273842e38f893232b31,0xb12bef3dc3a2237facf4ef0c0d287cc3178858724767a273842e38f893232b31-125,1557207858
0xbd9ed130a53cfafcf81502e4d35329a6c4d53410,10000000000000000,1.7695500000000000394,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0xc440184b091bcc099a18880caecbcb7d5c94228da33eaaa3ee5d28684a7c7ebc,0xc440184b091bcc099a18880caecbcb7d5c94228da33eaaa3ee5d28684a7c7ebc-79,1557217034
0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,169742,0.169742,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0x2fac2c5efd3dff29889518222eb8612ed39240cd02cc682c0da9f60dfbe1d330,0x2fac2c5efd3dff29889518222eb8612ed39240cd02cc682c0da9f60dfbe1d330-221,1557262907
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,1218579810,1218.57981,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0xed58d138f72f1df7a58740888d797ccf7e14650a31158dbfac91ba0f7397c42a,0xed58d138f72f1df7a58740888d797ccf7e14650a31158dbfac91ba0f7397c42a-215,1557263048
0xb7625573f98f436554fde189bba8f1cdb57a6b97,10000000000000000000,10.01967779736506729,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,0xcbdcdf64235d70d8b5570abe74bd253502f6a8b799278695a03178c2d8073979,0xcbdcdf64235d70d8b5570abe74bd253502f6a8b799278695a03178c2d8073979-225,1557263981
0x4654f56a64301b9b582f843f97332d96ead11ff8,17100005,17.100005,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0x5a0689c39ce21facd827550324d3955d8e24880d7428d8fd6a4547ba57603404,0x5a0689c39ce21facd827550324d3955d8e24880d7428d8fd6a4547ba57603404-65,1557264374
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,6000000000000000000,1026.260488556218405188,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0xb6b1b4aa5ace8d27c48d6474e384093140575d485c1ec2ac1782ad6ed127394f,0xb6b1b4aa5ace8d27c48d6474e384093140575d485c1ec2ac1782ad6ed127394f-41,1557265191
0x419385075dff229926a63812ac1adc397ac32e27,10000000000000000,1.71043414759369734198,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0x358dac3f992f89f48ae8952273cdb21a7fb0517f67d0d575b088d8dc87503be2,0x358dac3f992f89f48ae8952273cdb21a7fb0517f67d0d575b088d8dc87503be2-62,1557266552
0xd79eb74e74784b77ffcfae69b6954f4ebe06ba9c,517815738146335,0.08856897206869276942741357817786433,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0x4145da1d7e0cb16b5d465c6342483e395fcc65765f9e037384ea548b2a51e6d0,0x4145da1d7e0cb16b5d465c6342483e395fcc65765f9e037384ea548b2a51e6d0-47,1557266749
0xa9ee140bfe20a7a5f9e170c6e89ec4b0906d297d,10000000000000000,1.65334842445662636492,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,ETH,0x7fc045233947f4b2f0f4ec988872761e222a2cb5c0162f0a04f5f685f1a27fe4,0x7fc045233947f4b2f0f4ec988872761e222a2cb5c0162f0a04f5f685f1a27fe4-25,1557276312
